Edad;Sexo;Comunidades y Ciudades Autónomas;Periodo
De 20 a 24 años;Hombres;Región de Murcia;202301
De 20 a 24 años;Hombres;Región de Murcia;202302
De 20 a 24 años;Hombres;Región de Murcia;202303
De 20 a 24 años;Hombres;Región de Murcia;202304
De 20 a 24 años;Mujeres;Región de Murcia;202201
De 20 a 24 años;Mujeres;Región de Murcia;202202
De 20 a 24 años;Mujeres;Región de Murcia;202203
De 20 a 24 años;Mujeres;Región de Murcia;202204
De 20 a 24 años;Mujeres;Región de Murcia;202301
De 20 a 24 años;Mujeres;Región de Murcia;202302
De 20 a 24 años;Mujeres;Región de Murcia;202303
De 20 a 24 años;Mujeres;Región de Murcia;202304
De 25 a 34 años;Hombres;Región de Murcia;202201
De 25 a 34 años;Hombres;Región de Murcia;202202
De 25 a 34 años;Hombres;Región de Murcia;202203
De 25 a 34 años;Hombres;Región de Murcia;202204
De 25 a 34 años;Hombres;Región de Murcia;202301
De 25 a 34 años;Hombres;Región de Murcia;202302
De 25 a 34 años;Hombres;Región de Murcia;202303
De 25 a 34 años;Hombres;Región de Murcia;202304
De 25 a 34 años;Mujeres;Región de Murcia;202201
De 25 a 34 años;Mujeres;Región de Murcia;202202
De 25 a 34 años;Mujeres;Región de Murcia;202203
De 25 a 34 años;Mujeres;Región de Murcia;202204
De 25 a 34 años;Mujeres;Región de Murcia;202301
De 25 a 34 años;Mujeres;Región de Murcia;202302
De 25 a 34 años;Mujeres;Región de Murcia;202303
De 25 a 34 años;Mujeres;Región de Murcia;202304
De 35 a 44 años;Hombres;Región de Murcia;202201
De 35 a 44 años;Hombres;Región de Murcia;202202
De 35 a 44 años;Hombres;Región de Murcia;202203
De 35 a 44 años;Hombres;Región de Murcia;202204
De 35 a 44 años;Hombres;Región de Murcia;202301
De 35 a 44 años;Hombres;Región de Murcia;202302
De 35 a 44 años;Hombres;Región de Murcia;202303
De 35 a 44 años;Hombres;Región de Murcia;202304
De 35 a 44 años;Mujeres;Región de Murcia;202201
De 35 a 44 años;Mujeres;Región de Murcia;202202
De 35 a 44 años;Mujeres;Región de Murcia;202203
De 35 a 44 años;Mujeres;Región de Murcia;202204
De 35 a 44 años;Mujeres;Región de Murcia;202301
De 35 a 44 años;Mujeres;Región de Murcia;202302
De 35 a 44 años;Mujeres;Región de Murcia;202303
De 35 a 44 años;Mujeres;Región de Murcia;202304
De 45 a 54 años;Hombres;Región de Murcia;202201
De 45 a 54 años;Hombres;Región de Murcia;202202
De 45 a 54 años;Hombres;Región de Murcia;202203
De 45 a 54 años;Hombres;Región de Murcia;202204
De 45 a 54 años;Hombres;Región de Murcia;202301
De 45 a 54 años;Hombres;Región de Murcia;202302
De 45 a 54 años;Hombres;Región de Murcia;202303
De 45 a 54 años;Hombres;Región de Murcia;202304
De 45 a 54 años;Mujeres;Región de Murcia;202201
De 45 a 54 años;Mujeres;Región de Murcia;202202
De 45 a 54 años;Mujeres;Región de Murcia;202203
De 45 a 54 años;Mujeres;Región de Murcia;202204
De 45 a 54 años;Mujeres;Región de Murcia;202301
De 45 a 54 años;Mujeres;Región de Murcia;202302
De 45 a 54 años;Mujeres;Región de Murcia;202303
De 45 a 54 años;Mujeres;Región de Murcia;202304
55 y más años;Hombres;Región de Murcia;202201
55 y más años;Hombres;Región de Murcia;202202
55 y más años;Hombres;Región de Murcia;202203
55 y más años;Hombres;Región de Murcia;202204
55 y más años;Hombres;Región de Murcia;202301
55 y más años;Hombres;Región de Murcia;202302
55 y más años;Hombres;Región de Murcia;202303
55 y más años;Hombres;Región de Murcia;202304
55 y más años;Mujeres;Región de Murcia;202201
55 y más años;Mujeres;Región de Murcia;202202
55 y más años;Mujeres;Región de Murcia;202203
55 y más años;Mujeres;Región de Murcia;202204
55 y más años;Mujeres;Región de Murcia;202301
55 y más años;Mujeres;Región de Murcia;202302
55 y más años;Mujeres;Región de Murcia;202303
55 y más años;Mujeres;Región de Murcia;202304
De 16 a 19 años;Hombres;Rioja, La;202201
De 16 a 19 años;Hombres;Rioja, La;202202
De 16 a 19 años;Hombres;Rioja, La;202203
De 16 a 19 años;Hombres;Rioja, La;202204
De 16 a 19 años;Hombres;Rioja, La;202301
De 16 a 19 años;Hombres;Rioja, La;202302
De 16 a 19 años;Hombres;Rioja, La;202303
De 16 a 19 años;Hombres;Rioja, La;202304
De 16 a 19 años;Mujeres;Rioja, La;202201
De 16 a 19 años;Mujeres;Rioja, La;202202
De 16 a 19 años;Mujeres;Rioja, La;202203
De 16 a 19 años;Mujeres;Rioja, La;202204
De 16 a 19 años;Mujeres;Rioja, La;202301
De 16 a 19 años;Mujeres;Rioja, La;202302
De 16 a 19 años;Mujeres;Rioja, La;202303
De 16 a 19 años;Mujeres;Rioja, La;202304
De 20 a 24 años;Hombres;Rioja, La;202201
De 20 a 24 años;Hombres;Rioja, La;202202
De 20 a 24 años;Hombres;Rioja, La;202203
De 20 a 24 años;Hombres;Rioja, La;202204
De 20 a 24 años;Hombres;Rioja, La;202301
De 20 a 24 años;Hombres;Rioja, La;202302
De 20 a 24 años;Hombres;Rioja, La;202303
De 20 a 24 años;Hombres;Rioja, La;202304
De 20 a 24 años;Mujeres;Rioja, La;202201
De 20 a 24 años;Mujeres;Rioja, La;202202
De 20 a 24 años;Mujeres;Rioja, La;202203
De 20 a 24 años;Mujeres;Rioja, La;202204
De 20 a 24 años;Mujeres;Rioja, La;202301
De 20 a 24 años;Mujeres;Rioja, La;202302
De 20 a 24 años;Mujeres;Rioja, La;202303
De 20 a 24 años;Mujeres;Rioja, La;202304
De 25 a 34 años;Hombres;Rioja, La;202201
De 25 a 34 años;Hombres;Rioja, La;202202
De 25 a 34 años;Hombres;Rioja, La;202203
De 25 a 34 años;Hombres;Rioja, La;202204
De 25 a 34 años;Hombres;Rioja, La;202301
De 25 a 34 años;Hombres;Rioja, La;202302
De 25 a 34 años;Hombres;Rioja, La;202303
De 25 a 34 años;Hombres;Rioja, La;202304
De 25 a 34 años;Mujeres;Rioja, La;202201
De 25 a 34 años;Mujeres;Rioja, La;202202
De 25 a 34 años;Mujeres;Rioja, La;202203
De 25 a 34 años;Mujeres;Rioja, La;202204
De 25 a 34 años;Mujeres;Rioja, La;202301
De 25 a 34 años;Mujeres;Rioja, La;202302
De 25 a 34 años;Mujeres;Rioja, La;202303
De 25 a 34 años;Mujeres;Rioja, La;202304
De 35 a 44 años;Hombres;Rioja, La;202201
De 35 a 44 años;Hombres;Rioja, La;202202
De 35 a 44 años;Hombres;Rioja, La;202203
De 35 a 44 años;Hombres;Rioja, La;202204
De 35 a 44 años;Hombres;Rioja, La;202301
De 35 a 44 años;Hombres;Rioja, La;202302
De 35 a 44 años;Hombres;Rioja, La;202303
De 35 a 44 años;Hombres;Rioja, La;202304
De 35 a 44 años;Mujeres;Rioja, La;202201
De 35 a 44 años;Mujeres;Rioja, La;202202
De 35 a 44 años;Mujeres;Rioja, La;202203
De 35 a 44 años;Mujeres;Rioja, La;202204
De 35 a 44 años;Mujeres;Rioja, La;202301
De 35 a 44 años;Mujeres;Rioja, La;202302
De 35 a 44 años;Mujeres;Rioja, La;202303
De 35 a 44 años;Mujeres;Rioja, La;202304
De 45 a 54 años;Hombres;Rioja, La;202201
De 45 a 54 años;Hombres;Rioja, La;202202
De 45 a 54 años;Hombres;Rioja, La;202203
De 45 a 54 años;Hombres;Rioja, La;202204
De 45 a 54 años;Hombres;Rioja, La;202301
De 45 a 54 años;Hombres;Rioja, La;202302
De 45 a 54 años;Hombres;Rioja, La;202303
De 45 a 54 años;Hombres;Rioja, La;202304
De 45 a 54 años;Mujeres;Rioja, La;202201
De 45 a 54 años;Mujeres;Rioja, La;202202
De 45 a 54 años;Mujeres;Rioja, La;202203
De 45 a 54 años;Mujeres;Rioja, La;202204
De 45 a 54 años;Mujeres;Rioja, La;202301
De 45 a 54 años;Mujeres;Rioja, La;202302
De 45 a 54 años;Mujeres;Rioja, La;202303
De 45 a 54 años;Mujeres;Rioja, La;202304
55 y más años;Hombres;Rioja, La;202201
55 y más años;Hombres;Rioja, La;202202
55 y más años;Hombres;Rioja, La;202203
55 y más años;Hombres;Rioja, La;202204
55 y más años;Hombres;Rioja, La;202301
55 y más años;Hombres;Rioja, La;202302
55 y más años;Hombres;Rioja, La;202303
55 y más años;Hombres;Rioja, La;202304
55 y más años;Mujeres;Rioja, La;202201
55 y más años;Mujeres;Rioja, La;202202
55 y más años;Mujeres;Rioja, La;202203
55 y más años;Mujeres;Rioja, La;202204
55 y más años;Mujeres;Rioja, La;202301
55 y más años;Mujeres;Rioja, La;202302
55 y más años;Mujeres;Rioja, La;202303
55 y más años;Mujeres;Rioja, La;202304
