Edad;Sexo;Comunidades y Ciudades Autónomas;Periodo
De 45 a 54 años;Mujeres;Castilla - La Mancha;202302
De 45 a 54 años;Mujeres;Castilla - La Mancha;202303
De 45 a 54 años;Mujeres;Castilla - La Mancha;202304
55 y más años;Hombres;Castilla - La Mancha;202201
55 y más años;Hombres;Castilla - La Mancha;202202
55 y más años;Hombres;Castilla - La Mancha;202203
55 y más años;Hombres;Castilla - La Mancha;202204
55 y más años;Hombres;Castilla - La Mancha;202301
55 y más años;Hombres;Castilla - La Mancha;202302
55 y más años;Hombres;Castilla - La Mancha;202303
55 y más años;Hombres;Castilla - La Mancha;202304
55 y más años;Mujeres;Castilla - La Mancha;202201
55 y más años;Mujeres;Castilla - La Mancha;202202
55 y más años;Mujeres;Castilla - La Mancha;202203
55 y más años;Mujeres;Castilla - La Mancha;202204
55 y más años;Mujeres;Castilla - La Mancha;202301
55 y más años;Mujeres;Castilla - La Mancha;202302
55 y más años;Mujeres;Castilla - La Mancha;202303
55 y más años;Mujeres;Castilla - La Mancha;202304
De 16 a 19 años;Hombres;Castilla y León;202201
De 16 a 19 años;Hombres;Castilla y León;202202
De 16 a 19 años;Hombres;Castilla y León;202203
De 16 a 19 años;Hombres;Castilla y León;202204
De 16 a 19 años;Hombres;Castilla y León;202301
De 16 a 19 años;Hombres;Castilla y León;202302
De 16 a 19 años;Hombres;Castilla y León;202303
De 16 a 19 años;Hombres;Castilla y León;202304
De 16 a 19 años;Mujeres;Castilla y León;202201
De 16 a 19 años;Mujeres;Castilla y León;202202
De 16 a 19 años;Mujeres;Castilla y León;202203
De 16 a 19 años;Mujeres;Castilla y León;202204
De 16 a 19 años;Mujeres;Castilla y León;202301
De 16 a 19 años;Mujeres;Castilla y León;202302
De 16 a 19 años;Mujeres;Castilla y León;202303
De 16 a 19 años;Mujeres;Castilla y León;202304
De 20 a 24 años;Hombres;Castilla y León;202201
De 20 a 24 años;Hombres;Castilla y León;202202
De 20 a 24 años;Hombres;Castilla y León;202203
De 20 a 24 años;Hombres;Castilla y León;202204
De 20 a 24 años;Hombres;Castilla y León;202301
De 20 a 24 años;Hombres;Castilla y León;202302
De 20 a 24 años;Hombres;Castilla y León;202303
De 20 a 24 años;Hombres;Castilla y León;202304
De 20 a 24 años;Mujeres;Castilla y León;202201
De 20 a 24 años;Mujeres;Castilla y León;202202
De 20 a 24 años;Mujeres;Castilla y León;202203
De 20 a 24 años;Mujeres;Castilla y León;202204
De 20 a 24 años;Mujeres;Castilla y León;202301
De 20 a 24 años;Mujeres;Castilla y León;202302
De 20 a 24 años;Mujeres;Castilla y León;202303
De 20 a 24 años;Mujeres;Castilla y León;202304
De 25 a 34 años;Hombres;Castilla y León;202201
De 25 a 34 años;Hombres;Castilla y León;202202
De 25 a 34 años;Hombres;Castilla y León;202203
De 25 a 34 años;Hombres;Castilla y León;202204
De 25 a 34 años;Hombres;Castilla y León;202301
De 25 a 34 años;Hombres;Castilla y León;202302
De 25 a 34 años;Hombres;Castilla y León;202303
De 25 a 34 años;Hombres;Castilla y León;202304
De 25 a 34 años;Mujeres;Castilla y León;202201
De 25 a 34 años;Mujeres;Castilla y León;202202
De 25 a 34 años;Mujeres;Castilla y León;202203
De 25 a 34 años;Mujeres;Castilla y León;202204
De 25 a 34 años;Mujeres;Castilla y León;202301
De 25 a 34 años;Mujeres;Castilla y León;202302
De 25 a 34 años;Mujeres;Castilla y León;202303
De 25 a 34 años;Mujeres;Castilla y León;202304
De 35 a 44 años;Hombres;Castilla y León;202201
De 35 a 44 años;Hombres;Castilla y León;202202
De 35 a 44 años;Hombres;Castilla y León;202203
De 35 a 44 años;Hombres;Castilla y León;202204
De 35 a 44 años;Hombres;Castilla y León;202301
De 35 a 44 años;Hombres;Castilla y León;202302
De 35 a 44 años;Hombres;Castilla y León;202303
De 35 a 44 años;Hombres;Castilla y León;202304
De 35 a 44 años;Mujeres;Castilla y León;202201
De 35 a 44 años;Mujeres;Castilla y León;202202
De 35 a 44 años;Mujeres;Castilla y León;202203
De 35 a 44 años;Mujeres;Castilla y León;202204
De 35 a 44 años;Mujeres;Castilla y León;202301
De 35 a 44 años;Mujeres;Castilla y León;202302
De 35 a 44 años;Mujeres;Castilla y León;202303
De 35 a 44 años;Mujeres;Castilla y León;202304
De 45 a 54 años;Hombres;Castilla y León;202201
De 45 a 54 años;Hombres;Castilla y León;202202
De 45 a 54 años;Hombres;Castilla y León;202203
De 45 a 54 años;Hombres;Castilla y León;202204
De 45 a 54 años;Hombres;Castilla y León;202301
De 45 a 54 años;Hombres;Castilla y León;202302
De 45 a 54 años;Hombres;Castilla y León;202303
De 45 a 54 años;Hombres;Castilla y León;202304
De 45 a 54 años;Mujeres;Castilla y León;202201
De 45 a 54 años;Mujeres;Castilla y León;202202
De 45 a 54 años;Mujeres;Castilla y León;202203
De 45 a 54 años;Mujeres;Castilla y León;202204
De 45 a 54 años;Mujeres;Castilla y León;202301
De 45 a 54 años;Mujeres;Castilla y León;202302
De 45 a 54 años;Mujeres;Castilla y León;202303
De 45 a 54 años;Mujeres;Castilla y León;202304
55 y más años;Hombres;Castilla y León;202201
55 y más años;Hombres;Castilla y León;202202
55 y más años;Hombres;Castilla y León;202203
55 y más años;Hombres;Castilla y León;202204
55 y más años;Hombres;Castilla y León;202301
55 y más años;Hombres;Castilla y León;202302
55 y más años;Hombres;Castilla y León;202303
55 y más años;Hombres;Castilla y León;202304
55 y más años;Mujeres;Castilla y León;202201
55 y más años;Mujeres;Castilla y León;202202
55 y más años;Mujeres;Castilla y León;202203
55 y más años;Mujeres;Castilla y León;202204
55 y más años;Mujeres;Castilla y León;202301
55 y más años;Mujeres;Castilla y León;202302
55 y más años;Mujeres;Castilla y León;202303
55 y más años;Mujeres;Castilla y León;202304
De 16 a 19 años;Hombres;Cataluña;202201
De 16 a 19 años;Hombres;Cataluña;202202
De 16 a 19 años;Hombres;Cataluña;202203
De 16 a 19 años;Hombres;Cataluña;202204
De 16 a 19 años;Hombres;Cataluña;202301
De 16 a 19 años;Hombres;Cataluña;202302
De 16 a 19 años;Hombres;Cataluña;202303
De 16 a 19 años;Hombres;Cataluña;202304
De 16 a 19 años;Mujeres;Cataluña;202201
De 16 a 19 años;Mujeres;Cataluña;202202
De 16 a 19 años;Mujeres;Cataluña;202203
De 16 a 19 años;Mujeres;Cataluña;202204
De 16 a 19 años;Mujeres;Cataluña;202301
De 16 a 19 años;Mujeres;Cataluña;202302
De 16 a 19 años;Mujeres;Cataluña;202303
De 16 a 19 años;Mujeres;Cataluña;202304
De 20 a 24 años;Hombres;Cataluña;202201
De 20 a 24 años;Hombres;Cataluña;202202
De 20 a 24 años;Hombres;Cataluña;202203
De 20 a 24 años;Hombres;Cataluña;202204
De 20 a 24 años;Hombres;Cataluña;202301
De 20 a 24 años;Hombres;Cataluña;202302
De 20 a 24 años;Hombres;Cataluña;202303
De 20 a 24 años;Hombres;Cataluña;202304
De 20 a 24 años;Mujeres;Cataluña;202201
De 20 a 24 años;Mujeres;Cataluña;202202
De 20 a 24 años;Mujeres;Cataluña;202203
De 20 a 24 años;Mujeres;Cataluña;202204
De 20 a 24 años;Mujeres;Cataluña;202301
De 20 a 24 años;Mujeres;Cataluña;202302
De 20 a 24 años;Mujeres;Cataluña;202303
De 20 a 24 años;Mujeres;Cataluña;202304
De 25 a 34 años;Hombres;Cataluña;202201
De 25 a 34 años;Hombres;Cataluña;202202
De 25 a 34 años;Hombres;Cataluña;202203
De 25 a 34 años;Hombres;Cataluña;202204
De 25 a 34 años;Hombres;Cataluña;202301
De 25 a 34 años;Hombres;Cataluña;202302
De 25 a 34 años;Hombres;Cataluña;202303
De 25 a 34 años;Hombres;Cataluña;202304
De 25 a 34 años;Mujeres;Cataluña;202201
De 25 a 34 años;Mujeres;Cataluña;202202
De 25 a 34 años;Mujeres;Cataluña;202203
De 25 a 34 años;Mujeres;Cataluña;202204
De 25 a 34 años;Mujeres;Cataluña;202301
De 25 a 34 años;Mujeres;Cataluña;202302
De 25 a 34 años;Mujeres;Cataluña;202303
De 25 a 34 años;Mujeres;Cataluña;202304
De 35 a 44 años;Hombres;Cataluña;202201
De 35 a 44 años;Hombres;Cataluña;202202
De 35 a 44 años;Hombres;Cataluña;202203
De 35 a 44 años;Hombres;Cataluña;202204
De 35 a 44 años;Hombres;Cataluña;202301
De 35 a 44 años;Hombres;Cataluña;202302
De 35 a 44 años;Hombres;Cataluña;202303
De 35 a 44 años;Hombres;Cataluña;202304
De 35 a 44 años;Mujeres;Cataluña;202201
De 35 a 44 años;Mujeres;Cataluña;202202
De 35 a 44 años;Mujeres;Cataluña;202203
De 35 a 44 años;Mujeres;Cataluña;202204
De 35 a 44 años;Mujeres;Cataluña;202301
De 35 a 44 años;Mujeres;Cataluña;202302
De 35 a 44 años;Mujeres;Cataluña;202303
De 35 a 44 años;Mujeres;Cataluña;202304
De 45 a 54 años;Hombres;Cataluña;202201
De 45 a 54 años;Hombres;Cataluña;202202
De 45 a 54 años;Hombres;Cataluña;202203
De 45 a 54 años;Hombres;Cataluña;202204
De 45 a 54 años;Hombres;Cataluña;202301
De 45 a 54 años;Hombres;Cataluña;202302
De 45 a 54 años;Hombres;Cataluña;202303
De 45 a 54 años;Hombres;Cataluña;202304
De 45 a 54 años;Mujeres;Cataluña;202201
De 45 a 54 años;Mujeres;Cataluña;202202
De 45 a 54 años;Mujeres;Cataluña;202203
De 45 a 54 años;Mujeres;Cataluña;202204
De 45 a 54 años;Mujeres;Cataluña;202301
De 45 a 54 años;Mujeres;Cataluña;202302
De 45 a 54 años;Mujeres;Cataluña;202303
De 45 a 54 años;Mujeres;Cataluña;202304
55 y más años;Hombres;Cataluña;202201
55 y más años;Hombres;Cataluña;202202
55 y más años;Hombres;Cataluña;202203
55 y más años;Hombres;Cataluña;202204
55 y más años;Hombres;Cataluña;202301
55 y más años;Hombres;Cataluña;202302
55 y más años;Hombres;Cataluña;202303
55 y más años;Hombres;Cataluña;202304
55 y más años;Mujeres;Cataluña;202201
55 y más años;Mujeres;Cataluña;202202
55 y más años;Mujeres;Cataluña;202203
55 y más años;Mujeres;Cataluña;202204
55 y más años;Mujeres;Cataluña;202301
55 y más años;Mujeres;Cataluña;202302
55 y más años;Mujeres;Cataluña;202303
55 y más años;Mujeres;Cataluña;202304
De 16 a 19 años;Hombres;Ceuta;202201
De 16 a 19 años;Hombres;Ceuta;202202
De 16 a 19 años;Hombres;Ceuta;202203
De 16 a 19 años;Hombres;Ceuta;202204
De 16 a 19 años;Hombres;Ceuta;202301
De 16 a 19 años;Hombres;Ceuta;202302
De 16 a 19 años;Hombres;Ceuta;202303
De 16 a 19 años;Hombres;Ceuta;202304
De 16 a 19 años;Mujeres;Ceuta;202201
De 16 a 19 años;Mujeres;Ceuta;202202
De 16 a 19 años;Mujeres;Ceuta;202203
De 16 a 19 años;Mujeres;Ceuta;202204
De 16 a 19 años;Mujeres;Ceuta;202301
De 16 a 19 años;Mujeres;Ceuta;202302
De 16 a 19 años;Mujeres;Ceuta;202303
De 16 a 19 años;Mujeres;Ceuta;202304
De 20 a 24 años;Hombres;Ceuta;202201
De 20 a 24 años;Hombres;Ceuta;202202
De 20 a 24 años;Hombres;Ceuta;202203
De 20 a 24 años;Hombres;Ceuta;202204
De 20 a 24 años;Hombres;Ceuta;202301
De 20 a 24 años;Hombres;Ceuta;202302
De 20 a 24 años;Hombres;Ceuta;202303
De 20 a 24 años;Hombres;Ceuta;202304
De 20 a 24 años;Mujeres;Ceuta;202201
De 20 a 24 años;Mujeres;Ceuta;202202
De 20 a 24 años;Mujeres;Ceuta;202203
De 20 a 24 años;Mujeres;Ceuta;202204
De 20 a 24 años;Mujeres;Ceuta;202301
De 20 a 24 años;Mujeres;Ceuta;202302
De 20 a 24 años;Mujeres;Ceuta;202303
De 20 a 24 años;Mujeres;Ceuta;202304
De 25 a 34 años;Hombres;Ceuta;202201
De 25 a 34 años;Hombres;Ceuta;202202
De 25 a 34 años;Hombres;Ceuta;202203
De 25 a 34 años;Hombres;Ceuta;202204
De 25 a 34 años;Hombres;Ceuta;202301
De 25 a 34 años;Hombres;Ceuta;202302
De 25 a 34 años;Hombres;Ceuta;202303
De 25 a 34 años;Hombres;Ceuta;202304
De 25 a 34 años;Mujeres;Ceuta;202201
De 25 a 34 años;Mujeres;Ceuta;202202
De 25 a 34 años;Mujeres;Ceuta;202203
De 25 a 34 años;Mujeres;Ceuta;202204
De 25 a 34 años;Mujeres;Ceuta;202301
De 25 a 34 años;Mujeres;Ceuta;202302
De 25 a 34 años;Mujeres;Ceuta;202303
De 25 a 34 años;Mujeres;Ceuta;202304
De 35 a 44 años;Hombres;Ceuta;202201
De 35 a 44 años;Hombres;Ceuta;202202
De 35 a 44 años;Hombres;Ceuta;202203
De 35 a 44 años;Hombres;Ceuta;202204
De 35 a 44 años;Hombres;Ceuta;202301
De 35 a 44 años;Hombres;Ceuta;202302
De 35 a 44 años;Hombres;Ceuta;202303
De 35 a 44 años;Hombres;Ceuta;202304
De 35 a 44 años;Mujeres;Ceuta;202201
De 35 a 44 años;Mujeres;Ceuta;202202
De 35 a 44 años;Mujeres;Ceuta;202203
De 35 a 44 años;Mujeres;Ceuta;202204
De 35 a 44 años;Mujeres;Ceuta;202301
De 35 a 44 años;Mujeres;Ceuta;202302
De 35 a 44 años;Mujeres;Ceuta;202303
De 35 a 44 años;Mujeres;Ceuta;202304
De 45 a 54 años;Hombres;Ceuta;202201
De 45 a 54 años;Hombres;Ceuta;202202
De 45 a 54 años;Hombres;Ceuta;202203
De 45 a 54 años;Hombres;Ceuta;202204
De 45 a 54 años;Hombres;Ceuta;202301
De 45 a 54 años;Hombres;Ceuta;202302
De 45 a 54 años;Hombres;Ceuta;202303
De 45 a 54 años;Hombres;Ceuta;202304
De 45 a 54 años;Mujeres;Ceuta;202201
De 45 a 54 años;Mujeres;Ceuta;202202
De 45 a 54 años;Mujeres;Ceuta;202203
De 45 a 54 años;Mujeres;Ceuta;202204
De 45 a 54 años;Mujeres;Ceuta;202301
De 45 a 54 años;Mujeres;Ceuta;202302
De 45 a 54 años;Mujeres;Ceuta;202303
De 45 a 54 años;Mujeres;Ceuta;202304
55 y más años;Hombres;Ceuta;202201
55 y más años;Hombres;Ceuta;202202
55 y más años;Hombres;Ceuta;202203
55 y más años;Hombres;Ceuta;202204
55 y más años;Hombres;Ceuta;202301
55 y más años;Hombres;Ceuta;202302
55 y más años;Hombres;Ceuta;202303
55 y más años;Hombres;Ceuta;202304
55 y más años;Mujeres;Ceuta;202201
55 y más años;Mujeres;Ceuta;202202
55 y más años;Mujeres;Ceuta;202203
55 y más años;Mujeres;Ceuta;202204
55 y más años;Mujeres;Ceuta;202301
55 y más años;Mujeres;Ceuta;202302
55 y más años;Mujeres;Ceuta;202303
55 y más años;Mujeres;Ceuta;202304
De 16 a 19 años;Hombres;Comunidad de Madrid;202201
De 16 a 19 años;Hombres;Comunidad de Madrid;202202
De 16 a 19 años;Hombres;Comunidad de Madrid;202203
De 16 a 19 años;Hombres;Comunidad de Madrid;202204
De 16 a 19 años;Hombres;Comunidad de Madrid;202301
De 16 a 19 años;Hombres;Comunidad de Madrid;202302
De 16 a 19 años;Hombres;Comunidad de Madrid;202303
De 16 a 19 años;Hombres;Comunidad de Madrid;202304
De 16 a 19 años;Mujeres;Comunidad de Madrid;202201
De 16 a 19 años;Mujeres;Comunidad de Madrid;202202
De 16 a 19 años;Mujeres;Comunidad de Madrid;202203
De 16 a 19 años;Mujeres;Comunidad de Madrid;202204
De 16 a 19 años;Mujeres;Comunidad de Madrid;202301
De 16 a 19 años;Mujeres;Comunidad de Madrid;202302
De 16 a 19 años;Mujeres;Comunidad de Madrid;202303
De 16 a 19 años;Mujeres;Comunidad de Madrid;202304
De 20 a 24 años;Hombres;Comunidad de Madrid;202201
De 20 a 24 años;Hombres;Comunidad de Madrid;202202
De 20 a 24 años;Hombres;Comunidad de Madrid;202203
De 20 a 24 años;Hombres;Comunidad de Madrid;202204
De 20 a 24 años;Hombres;Comunidad de Madrid;202301
De 20 a 24 años;Hombres;Comunidad de Madrid;202302
De 20 a 24 años;Hombres;Comunidad de Madrid;202303
De 20 a 24 años;Hombres;Comunidad de Madrid;202304
De 20 a 24 años;Mujeres;Comunidad de Madrid;202201
De 20 a 24 años;Mujeres;Comunidad de Madrid;202202
De 20 a 24 años;Mujeres;Comunidad de Madrid;202203
De 20 a 24 años;Mujeres;Comunidad de Madrid;202204
De 20 a 24 años;Mujeres;Comunidad de Madrid;202301
De 20 a 24 años;Mujeres;Comunidad de Madrid;202302
De 20 a 24 años;Mujeres;Comunidad de Madrid;202303
De 20 a 24 años;Mujeres;Comunidad de Madrid;202304
De 25 a 34 años;Hombres;Comunidad de Madrid;202201
De 25 a 34 años;Hombres;Comunidad de Madrid;202202
De 25 a 34 años;Hombres;Comunidad de Madrid;202203
De 25 a 34 años;Hombres;Comunidad de Madrid;202204
De 25 a 34 años;Hombres;Comunidad de Madrid;202301
De 25 a 34 años;Hombres;Comunidad de Madrid;202302
De 25 a 34 años;Hombres;Comunidad de Madrid;202303
De 25 a 34 años;Hombres;Comunidad de Madrid;202304
De 25 a 34 años;Mujeres;Comunidad de Madrid;202201
De 25 a 34 años;Mujeres;Comunidad de Madrid;202202
De 25 a 34 años;Mujeres;Comunidad de Madrid;202203
De 25 a 34 años;Mujeres;Comunidad de Madrid;202204
De 25 a 34 años;Mujeres;Comunidad de Madrid;202301
De 25 a 34 años;Mujeres;Comunidad de Madrid;202302
De 25 a 34 años;Mujeres;Comunidad de Madrid;202303
De 25 a 34 años;Mujeres;Comunidad de Madrid;202304
De 35 a 44 años;Hombres;Comunidad de Madrid;202201
De 35 a 44 años;Hombres;Comunidad de Madrid;202202
De 35 a 44 años;Hombres;Comunidad de Madrid;202203
De 35 a 44 años;Hombres;Comunidad de Madrid;202204
De 35 a 44 años;Hombres;Comunidad de Madrid;202301
De 35 a 44 años;Hombres;Comunidad de Madrid;202302
De 35 a 44 años;Hombres;Comunidad de Madrid;202303
De 35 a 44 años;Hombres;Comunidad de Madrid;202304
De 35 a 44 años;Mujeres;Comunidad de Madrid;202201
De 35 a 44 años;Mujeres;Comunidad de Madrid;202202
De 35 a 44 años;Mujeres;Comunidad de Madrid;202203
De 35 a 44 años;Mujeres;Comunidad de Madrid;202204
De 35 a 44 años;Mujeres;Comunidad de Madrid;202301
De 35 a 44 años;Mujeres;Comunidad de Madrid;202302
De 35 a 44 años;Mujeres;Comunidad de Madrid;202303
De 35 a 44 años;Mujeres;Comunidad de Madrid;202304
De 45 a 54 años;Hombres;Comunidad de Madrid;202201
De 45 a 54 años;Hombres;Comunidad de Madrid;202202
De 45 a 54 años;Hombres;Comunidad de Madrid;202203
De 45 a 54 años;Hombres;Comunidad de Madrid;202204
De 45 a 54 años;Hombres;Comunidad de Madrid;202301
De 45 a 54 años;Hombres;Comunidad de Madrid;202302
De 45 a 54 años;Hombres;Comunidad de Madrid;202303
De 45 a 54 años;Hombres;Comunidad de Madrid;202304
De 45 a 54 años;Mujeres;Comunidad de Madrid;202201
De 45 a 54 años;Mujeres;Comunidad de Madrid;202202
De 45 a 54 años;Mujeres;Comunidad de Madrid;202203
De 45 a 54 años;Mujeres;Comunidad de Madrid;202204
De 45 a 54 años;Mujeres;Comunidad de Madrid;202301
De 45 a 54 años;Mujeres;Comunidad de Madrid;202302
De 45 a 54 años;Mujeres;Comunidad de Madrid;202303
De 45 a 54 años;Mujeres;Comunidad de Madrid;202304
55 y más años;Hombres;Comunidad de Madrid;202201
55 y más años;Hombres;Comunidad de Madrid;202202
55 y más años;Hombres;Comunidad de Madrid;202203
55 y más años;Hombres;Comunidad de Madrid;202204
55 y más años;Hombres;Comunidad de Madrid;202301
55 y más años;Hombres;Comunidad de Madrid;202302
55 y más años;Hombres;Comunidad de Madrid;202303
55 y más años;Hombres;Comunidad de Madrid;202304
55 y más años;Mujeres;Comunidad de Madrid;202201
55 y más años;Mujeres;Comunidad de Madrid;202202
55 y más años;Mujeres;Comunidad de Madrid;202203
55 y más años;Mujeres;Comunidad de Madrid;202204
55 y más años;Mujeres;Comunidad de Madrid;202301
55 y más años;Mujeres;Comunidad de Madrid;202302
55 y más años;Mujeres;Comunidad de Madrid;202303
55 y más años;Mujeres;Comunidad de Madrid;202304
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202201
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202202
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202203
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202204
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202301
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202302
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202303
De 16 a 19 años;Hombres;Comunidad Foral de Navarra;202304
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202201
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202202
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202203
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202204
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202301
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202302
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202303
De 16 a 19 años;Mujeres;Comunidad Foral de Navarra;202304
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202201
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202202
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202203
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202204
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202301
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202302
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202303
De 20 a 24 años;Hombres;Comunidad Foral de Navarra;202304
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202201
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202202
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202203
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202204
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202301
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202302
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202303
De 20 a 24 años;Mujeres;Comunidad Foral de Navarra;202304
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202201
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202202
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202203
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202204
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202301
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202302
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202303
De 25 a 34 años;Hombres;Comunidad Foral de Navarra;202304
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202201
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202202
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202203
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202204
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202301
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202302
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202303
De 25 a 34 años;Mujeres;Comunidad Foral de Navarra;202304
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202201
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202202
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202203
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202204
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202301
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202302
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202303
De 35 a 44 años;Hombres;Comunidad Foral de Navarra;202304
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202201
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202202
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202203
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202204
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202301
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202302
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202303
De 35 a 44 años;Mujeres;Comunidad Foral de Navarra;202304
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202201
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202202
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202203
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202204
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202301
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202302
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202303
De 45 a 54 años;Hombres;Comunidad Foral de Navarra;202304
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202201
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202202
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202203
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202204
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202301
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202302
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202303
De 45 a 54 años;Mujeres;Comunidad Foral de Navarra;202304
55 y más años;Hombres;Comunidad Foral de Navarra;202201
55 y más años;Hombres;Comunidad Foral de Navarra;202202
55 y más años;Hombres;Comunidad Foral de Navarra;202203
55 y más años;Hombres;Comunidad Foral de Navarra;202204
55 y más años;Hombres;Comunidad Foral de Navarra;202301
55 y más años;Hombres;Comunidad Foral de Navarra;202302
55 y más años;Hombres;Comunidad Foral de Navarra;202303
55 y más años;Hombres;Comunidad Foral de Navarra;202304
55 y más años;Mujeres;Comunidad Foral de Navarra;202201
55 y más años;Mujeres;Comunidad Foral de Navarra;202202
55 y más años;Mujeres;Comunidad Foral de Navarra;202203
55 y más años;Mujeres;Comunidad Foral de Navarra;202204
55 y más años;Mujeres;Comunidad Foral de Navarra;202301
55 y más años;Mujeres;Comunidad Foral de Navarra;202302
55 y más años;Mujeres;Comunidad Foral de Navarra;202303
55 y más años;Mujeres;Comunidad Foral de Navarra;202304
De 16 a 19 años;Hombres;Comunitat Valenciana;202201
De 16 a 19 años;Hombres;Comunitat Valenciana;202202
De 16 a 19 años;Hombres;Comunitat Valenciana;202203
De 16 a 19 años;Hombres;Comunitat Valenciana;202204
De 16 a 19 años;Hombres;Comunitat Valenciana;202301
De 16 a 19 años;Hombres;Comunitat Valenciana;202302
De 16 a 19 años;Hombres;Comunitat Valenciana;202303
De 16 a 19 años;Hombres;Comunitat Valenciana;202304
De 16 a 19 años;Mujeres;Comunitat Valenciana;202201
De 16 a 19 años;Mujeres;Comunitat Valenciana;202202
De 16 a 19 años;Mujeres;Comunitat Valenciana;202203
De 16 a 19 años;Mujeres;Comunitat Valenciana;202204
De 16 a 19 años;Mujeres;Comunitat Valenciana;202301
De 16 a 19 años;Mujeres;Comunitat Valenciana;202302
De 16 a 19 años;Mujeres;Comunitat Valenciana;202303
De 16 a 19 años;Mujeres;Comunitat Valenciana;202304
De 20 a 24 años;Hombres;Comunitat Valenciana;202201
De 20 a 24 años;Hombres;Comunitat Valenciana;202202
De 20 a 24 años;Hombres;Comunitat Valenciana;202203
De 20 a 24 años;Hombres;Comunitat Valenciana;202204
De 20 a 24 años;Hombres;Comunitat Valenciana;202301
De 20 a 24 años;Hombres;Comunitat Valenciana;202302
De 20 a 24 años;Hombres;Comunitat Valenciana;202303
