,Año,Mes,fecha_x,Periodo,fecha_int,Curso Lectivo,altitud,tmed,tmin,tmax,presMax,presMin,ccaa_iso,Estacion,Trimestre,num_casos
4960,2022,12,2022-12-29,202204,29122022,0,1148.125,5.093333333333334,1.3199999999999998,8.860000000000001,891.9230769230769,887.0461538461539,CL,Invierno,T4,0
4962,2022,12,2022-12-30,202204,30122022,0,1148.125,5.066666666666666,0.33999999999999997,9.76,894.4692307692308,890.5153846153846,CL,Invierno,T4,0
4964,2022,12,2022-12-31,202204,31122022,0,1148.125,5.366666666666666,0.4399999999999999,10.28,895.6307692307693,890.3846153846154,CL,Invierno,T4,0
4966,2023,01,2023-01-01,202301,1012023,0,1148.125,4.508695652173913,-1.2521739130434784,10.26086956521739,894.96,892.445,CL,Invierno,T1,0
4967,2023,01,2023-01-02,202301,2012023,0,1148.125,1.6400000000000001,-3.2733333333333334,6.546666666666667,895.5615384615384,892.3307692307692,CL,Invierno,T1,0
4968,2023,01,2023-01-03,202301,3012023,0,1148.125,1.0733333333333335,-2.8,4.96,896.9846153846154,892.9538461538461,CL,Invierno,T1,0
4969,2023,01,2023-01-04,202301,4012023,0,1148.125,1.3066666666666669,-2.393333333333333,5.02,895.3923076923077,892.8153846153847,CL,Invierno,T1,0
4970,2023,01,2023-01-05,202301,5012023,0,1148.125,1.5533333333333335,-3.893333333333333,7.013333333333334,894.3384615384615,891.2307692307693,CL,Invierno,T1,0
4971,2023,01,2023-01-06,202301,6012023,0,1148.125,0.8866666666666666,-4.1866666666666665,5.946666666666667,895.0461538461539,891.5846153846154,CL,Invierno,T1,0
4972,2023,01,2023-01-07,202301,7012023,0,1148.125,0.6333333333333333,-4.393333333333333,5.64,895.4076923076923,893.3538461538462,CL,Invierno,T1,0
4973,2023,01,2023-01-08,202301,8012023,0,1148.125,1.2733333333333332,-4.006666666666667,6.54,894.4230769230769,890.0153846153846,CL,Invierno,T1,0
4974,2023,01,2023-01-09,202301,9012023,0,1148.125,1.1666666666666667,-2.4266666666666667,4.766666666666667,890.9923076923077,886.376923076923,CL,Invierno,T1,0
